,index,shapMean,shapStd,shapSum,subset,imbalance_ratio
0,X1,0.06471700831797368,0.03414324319262247,67.30568865069249,shap_list_ir_1_subset_100,shap_list_ir_1
1,X2,0.07190432122254932,0.04667938873149943,74.78049407145107,shap_list_ir_1_subset_100,shap_list_ir_1
2,X3,0.07054369531014087,0.07841379959907152,73.36544312254686,shap_list_ir_1_subset_100,shap_list_ir_1
3,X4,0.16389513757206137,0.0598696182997179,170.45094307494458,shap_list_ir_1_subset_100,shap_list_ir_1
4,X5,0.04705485978328556,0.025310340641071464,48.937054174616826,shap_list_ir_1_subset_100,shap_list_ir_1
5,X6,0.09138137677340538,0.048831312832002344,95.03663184434177,shap_list_ir_1_subset_100,shap_list_ir_1
6,X1,0.05487947502162732,0.039258864783233996,57.07465402249271,shap_list_ir_1_subset_101,shap_list_ir_1
7,X2,0.03382226311079572,0.02928087328187387,35.17515363522745,shap_list_ir_1_subset_101,shap_list_ir_1
8,X3,0.04148963101647045,0.03229981094606673,43.14921625712921,shap_list_ir_1_subset_101,shap_list_ir_1
9,X4,0.13186058269813583,0.0489550056320866,137.13500600606062,shap_list_ir_1_subset_101,shap_list_ir_1
10,X5,0.12997334557399676,0.0562140081157507,135.1722793969568,shap_list_ir_1_subset_101,shap_list_ir_1
11,X6,0.08878375655358016,0.04700870798817469,92.33510681572331,shap_list_ir_1_subset_101,shap_list_ir_1
12,X1,0.036930138158396145,0.01974458163730897,38.40734368473196,shap_list_ir_1_subset_102,shap_list_ir_1
13,X2,0.05458436534593935,0.040335708999353855,56.767739959776925,shap_list_ir_1_subset_102,shap_list_ir_1
14,X3,0.06994782617174819,0.044860861663899985,72.74573921861789,shap_list_ir_1_subset_102,shap_list_ir_1
15,X4,0.10482113813480204,0.05426186633468488,109.01398366019396,shap_list_ir_1_subset_102,shap_list_ir_1
16,X5,0.0998282026642542,0.05546974837013416,103.82133077082443,shap_list_ir_1_subset_102,shap_list_ir_1
17,X6,0.061360296959862365,0.03425773413634151,63.814708838256536,shap_list_ir_1_subset_102,shap_list_ir_1
18,X1,0.06833103227273218,0.05123919900222144,71.06427356364192,shap_list_ir_1_subset_103,shap_list_ir_1
