,1,2,3,4,5
Pregnancies,1,2,3,3,3
Glucose,1,2,3,3,3
BloodPressure,1,2,3,3,3
SkinThickness,1,2,3,4,5
Insulin,1,2,3,4,4
BMI,1,2,2,2,2
DiabetesPedigreeFunction,1,2,2,2,2
Age,1,2,3,4,4
