,index,shapMean,shapStd,shapSum,subset,imbalance_ratio
0,Elevation,0.07708885274368782,0.0462366524519354,847.1294028003875,shap_list_ir_1_subset_100,shap_list_ir_1
1,Aspect,0.016783277362193313,0.01462719730697344,184.43143493314224,shap_list_ir_1_subset_100,shap_list_ir_1
2,Slope,0.010287466515499888,0.010437766711103306,113.04896953882844,shap_list_ir_1_subset_100,shap_list_ir_1
3,Horizontal_Distance_To_Hydrology,0.09011711210243231,0.03378457088648094,990.296944893629,shap_list_ir_1_subset_100,shap_list_ir_1
4,Vertical_Distance_To_Hydrology,0.04968140419798774,0.022755392830876554,545.9489507316879,shap_list_ir_1_subset_100,shap_list_ir_1
5,Horizontal_Distance_To_Roadways,0.013451443464973517,0.015393532699886343,147.81791223659323,shap_list_ir_1_subset_100,shap_list_ir_1
6,Hillshade_9am,0.05015327677764667,0.0538576719588391,551.134358509557,shap_list_ir_1_subset_100,shap_list_ir_1
7,Hillshade_Noon,0.008322141916190212,0.012300822753540918,91.452017517014,shap_list_ir_1_subset_100,shap_list_ir_1
8,Hillshade_3pm,0.022055316876668923,0.024313519801191213,242.3658771577153,shap_list_ir_1_subset_100,shap_list_ir_1
9,Horizontal_Distance_To_Fire_Points,0.0030195251348004515,0.002554822436229324,33.18156170632221,shap_list_ir_1_subset_100,shap_list_ir_1
10,Wilderness_Area3,0.07877657446711572,0.06735590556137155,865.6757768191328,shap_list_ir_1_subset_100,shap_list_ir_1
11,Wilderness_Area4,0.04701035311191883,0.03993332567228755,516.596770346877,shap_list_ir_1_subset_100,shap_list_ir_1
12,Soil_Type1,0.0010444268591093145,0.002978751962398009,11.47720675475248,shap_list_ir_1_subset_100,shap_list_ir_1
13,Soil_Type2,0.0010386557942775702,0.002261294930199649,11.41378852331624,shap_list_ir_1_subset_100,shap_list_ir_1
14,Soil_Type3,0.04205225862278576,0.023800405737898597,462.1122700057913,shap_list_ir_1_subset_100,shap_list_ir_1
15,Soil_Type4,0.0013983647476440296,0.002098637218640476,15.366630211860109,shap_list_ir_1_subset_100,shap_list_ir_1
16,Soil_Type5,0.0002832931010617054,0.001236258387593585,3.1131078875671276,shap_list_ir_1_subset_100,shap_list_ir_1
17,Soil_Type6,0.0024176931292667235,0.0023819419693305384,26.56802979751206,shap_list_ir_1_subset_100,shap_list_ir_1
18,Soil_Type10,0.011872817264997077,0.010508915844698865,130.47038892505293,shap_list_ir_1_subset_100,shap_list_ir_1
19,Soil_Type11,0.0002590451879932183,0.0012893894930367464,2.8466475708574532,shap_list_ir_1_subset_100,shap_list_ir_1
20,Soil_Type13,1.0027757830004622e-18,9.51593102948648e-19,1.101950307939208e-14,shap_list_ir_1_subset_100,shap_list_ir_1
21,Soil_Type14,0.0001205470070888566,0.0002022281874564942,1.3246910608995375,shap_list_ir_1_subset_100,shap_list_ir_1
