,imbalanceRatio,Subset,Indicator,Sorted_Features
10,lr_shap_list_ir_4,lr_shap_list_ir_4_subset_55,orderStd,"['F12attr', 'B14attr', 'D4attr', 'Fattr', 'D28attr', 'E11attr', 'F18attr', 'B20attr', 'B8attr', 'A25attr', 'C15attr', 'Battr', 'B2attr', 'Dattr', 'F24attr', 'D22attr', 'A7attr', 'Eattr', 'A19attr', 'F6attr', 'B26attr', 'E5attr', 'A1attr', 'A13attr', 'D10attr', 'C27attr', 'C3attr', 'D16attr', 'E17attr', 'F30attr', 'E29attr', 'C9attr', 'Aattr', 'E23attr', 'C21attr', 'Cattr']"
11,lr_shap_list_ir_4,lr_shap_list_ir_4_subset_55,orderSum,"['F12attr', 'D4attr', 'B14attr', 'Fattr', 'D28attr', 'E11attr', 'A25attr', 'B20attr', 'B8attr', 'Battr', 'F18attr', 'C15attr', 'F24attr', 'A7attr', 'Eattr', 'B2attr', 'Dattr', 'A19attr', 'D22attr', 'E5attr', 'A1attr', 'A13attr', 'F6attr', 'B26attr', 'C27attr', 'D16attr', 'C3attr', 'D10attr', 'E17attr', 'E29attr', 'C9attr', 'F30attr', 'Aattr', 'E23attr', 'C21attr', 'Cattr']"
12,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_68,orderMean,"['B20attr', 'C9attr', 'B26attr', 'D22attr', 'E11attr', 'A13attr', 'F18attr', 'F24attr', 'B2attr', 'B8attr', 'D16attr', 'D28attr', 'F6attr', 'A25attr', 'C15attr', 'B14attr', 'F12attr', 'Aattr', 'E23attr', 'C3attr', 'E17attr', 'D4attr', 'Eattr', 'Battr', 'D10attr', 'C21attr', 'C27attr', 'A1attr', 'E29attr', 'E5attr', 'A19attr', 'F30attr', 'A7attr', 'Cattr', 'Fattr', 'Dattr']"
13,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_68,orderStd,"['B20attr', 'C9attr', 'B26attr', 'D22attr', 'F18attr', 'E11attr', 'B2attr', 'F24attr', 'B8attr', 'A13attr', 'F6attr', 'D16attr', 'D28attr', 'B14attr', 'C15attr', 'A25attr', 'F12attr', 'C3attr', 'Aattr', 'E23attr', 'D4attr', 'Eattr', 'D10attr', 'E17attr', 'Battr', 'C27attr', 'C21attr', 'A1attr', 'F30attr', 'E29attr', 'A19attr', 'E5attr', 'A7attr', 'Fattr', 'Cattr', 'Dattr']"
14,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_68,orderSum,"['B20attr', 'C9attr', 'B26attr', 'D22attr', 'E11attr', 'A13attr', 'F18attr', 'F24attr', 'B2attr', 'B8attr', 'D16attr', 'D28attr', 'F6attr', 'A25attr', 'C15attr', 'B14attr', 'F12attr', 'Aattr', 'E23attr', 'C3attr', 'E17attr', 'D4attr', 'Eattr', 'Battr', 'D10attr', 'C21attr', 'C27attr', 'A1attr', 'E29attr', 'E5attr', 'A19attr', 'F30attr', 'A7attr', 'Cattr', 'Fattr', 'Dattr']"
15,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_99,orderMean,"['B26attr', 'D16attr', 'D4attr', 'Fattr', 'B14attr', 'D22attr', 'B20attr', 'E11attr', 'F24attr', 'B8attr', 'F18attr', 'Battr', 'C9attr', 'A1attr', 'F30attr', 'A19attr', 'A7attr', 'Aattr', 'A13attr', 'E17attr', 'Eattr', 'D10attr', 'E5attr', 'Dattr', 'C27attr', 'E29attr', 'B2attr', 'F12attr', 'F6attr', 'C15attr', 'Cattr', 'C3attr', 'E23attr', 'C21attr', 'D28attr', 'A25attr']"
16,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_99,orderStd,"['B26attr', 'B14attr', 'D22attr', 'D16attr', 'D4attr', 'Fattr', 'B20attr', 'E11attr', 'F18attr', 'F24attr', 'B8attr', 'F30attr', 'Battr', 'A19attr', 'A7attr', 'C9attr', 'A1attr', 'Aattr', 'D10attr', 'Eattr', 'Dattr', 'A13attr', 'E17attr', 'E5attr', 'B2attr', 'C27attr', 'F6attr', 'F12attr', 'C15attr', 'E29attr', 'Cattr', 'C3attr', 'E23attr', 'C21attr', 'D28attr', 'A25attr']"
17,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_99,orderSum,"['B26attr', 'D16attr', 'D4attr', 'Fattr', 'B14attr', 'D22attr', 'B20attr', 'E11attr', 'F24attr', 'B8attr', 'F18attr', 'Battr', 'C9attr', 'A1attr', 'F30attr', 'A19attr', 'A7attr', 'Aattr', 'A13attr', 'E17attr', 'Eattr', 'D10attr', 'E5attr', 'Dattr', 'C27attr', 'E29attr', 'B2attr', 'F12attr', 'F6attr', 'C15attr', 'Cattr', 'C3attr', 'E23attr', 'C21attr', 'D28attr', 'A25attr']"
18,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_61,orderMean,"['F18attr', 'D28attr', 'F12attr', 'D4attr', 'D22attr', 'D16attr', 'A25attr', 'B20attr', 'C27attr', 'C3attr', 'C15attr', 'A19attr', 'E5attr', 'B14attr', 'Cattr', 'Dattr', 'E23attr', 'Fattr', 'C9attr', 'Aattr', 'C21attr', 'Battr', 'B2attr', 'E29attr', 'D10attr', 'F30attr', 'Eattr', 'E11attr', 'B26attr', 'F24attr', 'A1attr', 'A13attr', 'F6attr', 'E17attr', 'B8attr', 'A7attr']"
19,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_61,orderStd,"['F18attr', 'D28attr', 'D22attr', 'F12attr', 'D4attr', 'D16attr', 'B20attr', 'C27attr', 'B14attr', 'A25attr', 'Dattr', 'C3attr', 'C15attr', 'A19attr', 'E5attr', 'E23attr', 'Cattr', 'Fattr', 'B2attr', 'Aattr', 'C9attr', 'Battr', 'C21attr', 'F30attr', 'D10attr', 'E29attr', 'Eattr', 'E11attr', 'B26attr', 'F24attr', 'A1attr', 'F6attr', 'A13attr', 'E17attr', 'B8attr', 'A7attr']"
